,DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE,class
1,4/26/2014,NO 15/9-F-1 C,24,247.1990520833,108.0520302083,162.4222416667,NA,49.8445022917,84.7768104167,65.72369375,56.1479064583,1345.78,192602.19,0,production,OP,4
2,4/27/2014,NO 15/9-F-1 C,24,240.736416875,108.0538039583,159.8990197917,NA,50.296981875,80.8373970833,66.9337322917,52.2017470833,1349.56,194496.27,0,production,OP,2
3,4/28/2014,NO 15/9-F-1 C,24,235.0209314583,108.0416364583,157.68322,NA,50.7358785417,77.3377114583,67.8483479167,48.7075835417,1345.61,192899.71,0,production,OP,1
4,4/29/2014,NO 15/9-F-1 C,24,232.7437104167,107.987806875,156.794893125,NA,50.1139197917,75.9488172917,65.7069191667,47.3757145833,1279.46,184900.31,0,production,OP,9
5,4/30/2014,NO 15/9-F-1 C,24,233.2977779167,107.8932389583,157.179385,NA,48.9267902083,76.1183929167,62.7956439583,47.6106035417,1225.62,177107.86,0,production,OP,3
6,5/1/2014,NO 15/9-F-1 C,24,231.0888975,107.8769222917,156.3989777083,NA,48.9386289583,74.6899197917,62.376834375,46.1958433333,1212.9,174608.88,0,production,OP,1
7,5/2/2014,NO 15/9-F-1 C,24,231.4190052083,107.8168791667,156.6902379167,NA,48.3037045833,74.7287672917,60.747315625,46.1502997917,1074.04,154870.67,0,production,OP,7
8,5/3/2014,NO 15/9-F-1 C,24,230.7655452083,107.7954670833,156.6059666667,NA,48.17349875,74.1595785417,60.627934375,45.7327229167,1044.17,147929.93,0,production,OP,5
9,5/4/2014,NO 15/9-F-1 C,24,230.595831875,107.7643154167,156.687604375,NA,47.4660879167,73.9082275,58.2790216667,45.491345,970.2,139378.45,0,production,OP,5
10,5/5/2014,NO 15/9-F-1 C,24,229.423676875,107.7797316667,156.4292629167,NA,47.8400195833,72.9944139583,54.9047225,44.54851,946.12,136980.49,0,production,OP,9
11,5/6/2014,NO 15/9-F-1 C,24,225.9024775,107.8602202083,154.9508602083,NA,49.0055822917,70.9516172917,58.8828114583,42.4499539583,1002.83,144950.15,0,production,OP,1
12,5/7/2014,NO 15/9-F-1 C,24,225.76834875,107.8381654167,155.0585358333,NA,47.9203995833,70.7098129167,57.4256422917,42.0489385417,925.31,135000.24,0,production,OP,6
13,5/8/2014,NO 15/9-F-1 C,24,225.6869227083,107.821048125,155.1419022917,NA,47.2969477083,70.5450204167,57.655958125,41.1591889583,913.86,127564.51,0,production,OP,9
14,5/9/2014,NO 15/9-F-1 C,13.83334,227.7978384931,107.5994551585,156.8522170487,NA,29.1335870833,70.9456214444,55.955302393,41.7452302096,176.8,24322.7,0,production,OP,7
15,5/10/2014,NO 15/9-F-1 C,24,226.0609147917,107.68369,155.1649714583,NA,48.1343847917,70.8959433333,57.3737785417,41.9045797917,944.19,52162.58,0,production,OP,4
16,5/11/2014,NO 15/9-F-1 C,24,225.0966854167,107.836451875,155.16161875,NA,47.4938872917,69.9350666667,58.0243335417,41.4834895833,823.41,117731.72,0,production,OP,10
17,5/12/2014,NO 15/9-F-1 C,24,226.0226927083,107.7716664583,155.7965058333,NA,46.93359,70.226186875,56.88541625,41.8065447917,769.01,111238.01,0,production,OP,1
18,5/13/2014,NO 15/9-F-1 C,24,226.9049951064,107.7174731915,156.5767671897,NA,46.3351989583,70.3282279167,54.25530875,41.925575,740.8,107144.4,0,production,OP,5
19,5/14/2014,NO 15/9-F-1 C,24,225.5762497872,107.7414347917,156.2037677039,NA,45.1620895833,69.3724820833,54.9953570833,40.98107625,713.24,102880.55,0,production,OP,2
20,5/15/2014,NO 15/9-F-1 C,24,225.8925989583,107.7093587234,156.82564125,NA,46.3164439583,69.0669577083,48.5981245833,40.6505989583,743.83,106745.44,0,production,OP,3
21,5/16/2014,NO 15/9-F-1 C,24,225.7007978723,107.7102341667,157.107943914,NA,46.3461420833,68.5928539583,48.3777547917,40.13814,736.09,104864.02,0,production,OP,3
22,5/17/2014,NO 15/9-F-1 C,24,223.6025104167,107.7776922917,156.346404375,NA,47.08721125,67.2561060417,53.9207735417,38.8398520833,782.88,110078.32,0,production,OP,1
23,5/18/2014,NO 15/9-F-1 C,24,220.1019622917,107.8890295745,154.69510125,NA,47.769806875,65.4068610417,53.8315133333,36.990086875,834.68,117387.58,0,production,OP,9
24,5/19/2014,NO 15/9-F-1 C,24,220.4904389362,107.8604229167,155.1761033112,NA,47.13594875,65.314335625,55.7536079167,36.9060508333,788.8,109517.37,0,production,OP,9
25,5/20/2014,NO 15/9-F-1 C,24,220.153866875,107.8586483333,155.2375104167,NA,47.14246875,64.9163564583,55.628124375,36.5093847917,783.06,109362.2,0,production,OP,6
26,5/21/2014,NO 15/9-F-1 C,24,220.0658939583,107.851481875,155.3745822917,NA,46.5245908333,64.6913116667,52.2363966667,36.280858125,743.77,104993.12,0,production,OP,1
27,5/22/2014,NO 15/9-F-1 C,24,219.982621875,107.8523675,155.5467583333,NA,46.2889975,64.4358635417,53.6611322917,36.01890375,735.41,107115.77,0,production,OP,4
28,5/23/2014,NO 15/9-F-1 C,24,219.8629260417,107.8672185417,155.572074375,NA,46.284226875,64.2908516667,49.0529802083,35.873076875,742.89,108079.03,93.31,production,OP,7
29,5/24/2014,NO 15/9-F-1 C,24,219.922990625,107.88298,155.7527385417,NA,46.2421579167,64.1702520833,54.6906875,35.7507097917,746.54,108387.02,100.42,production,OP,5
30,5/25/2014,NO 15/9-F-1 C,24,219.9771025,107.9027877083,155.9044441667,NA,46.2616772917,64.0726583333,55.231164375,35.6713129167,750.57,105809.71,101.01,production,OP,1
31,5/26/2014,NO 15/9-F-1 C,24,219.9737753191,107.9207114583,156.0433946941,NA,46.2651066667,63.930380625,55.1025279167,35.528916875,727.26,106514.13,86.62,production,OP,1
32,5/27/2014,NO 15/9-F-1 C,24,219.9804752083,107.9364622917,156.2432608333,NA,46.2263333333,63.737214375,55.311219375,35.3348383333,715.5,105800.29,91.08,production,OP,8
33,5/28/2014,NO 15/9-F-1 C,24,219.2666672917,107.4447102083,155.7155754167,NA,46.215003125,63.551091875,55.508233125,35.1554952083,695.01,102249.56,76.96,production,OP,1
34,5/29/2014,NO 15/9-F-1 C,24,220.0071804167,107.9620410417,156.5494629167,NA,46.2150577083,63.4577175,56.170836875,35.05228625,698.77,102823.5,77.13,production,OP,7
35,5/30/2014,NO 15/9-F-1 C,24,220.0002602083,107.9736133333,156.6649654167,NA,46.2315722917,63.3352947917,55.851693125,34.9238783333,704.08,103977.99,77.96,production,OP,3
36,5/31/2014,NO 15/9-F-1 C,24,219.9935135417,107.985045625,156.7834870833,NA,46.2074025,63.2100264583,55.5960308333,34.7928645833,715.93,105761.32,78.99,production,OP,5
37,6/1/2014,NO 15/9-F-1 C,24,220.0057370833,107.9938464583,156.8641125,NA,46.264785,63.1416245833,55.963499375,34.7263552083,724.21,107035.76,80.08,production,OP,10
38,6/2/2014,NO 15/9-F-1 C,22,221.328425512,107.8245800209,157.5383217743,NA,41.7134002083,63.7901037377,50.7739700073,35.3519457764,459.83,68263.31,46.21,production,OP,4
39,6/3/2014,NO 15/9-F-1 C,24,220.2404870833,107.964823125,157.86784375,NA,46.1931877083,62.3726433333,53.0466685417,33.9468295833,715.1,104865.93,80.7,production,OP,4
40,6/4/2014,NO 15/9-F-1 C,24,221.267634375,107.96092625,159.4510652083,NA,46.1573052083,61.8165691667,53.7363160417,33.38708375,706.8,104234.1,79.73,production,OP,9
41,6/5/2014,NO 15/9-F-1 C,24,221.0446501956,107.9726340613,158.7582230756,NA,47.0415652083,62.28642712,54.2446123149,33.8416829289,677.29,99517.49,90.57,production,OP,2
42,6/6/2014,NO 15/9-F-1 C,24,220.7497945833,107.986805625,157.6742254167,NA,47.202699375,63.0755691667,56.5342339583,34.6457629167,690.38,99850.49,92.18,production,OP,8
43,6/7/2014,NO 15/9-F-1 C,24,220.6401408333,107.99410875,157.2783047917,NA,47.1941072917,63.3618360417,56.6154214583,34.9337295833,694.3,100306.26,92.07,production,OP,1
44,6/8/2014,NO 15/9-F-1 C,24,220.5040504167,108.0027125,157.1845935417,NA,47.152024375,63.319456875,52.051159375,34.891520625,690.7,99959.04,91.25,production,OP,8
45,6/9/2014,NO 15/9-F-1 C,19.5,221.4505144872,107.7572595641,159.1132395,NA,38.9789114583,62.3372749872,53.5592241282,34.6702996667,238.45,34915.85,28.15,production,OP,1
46,6/10/2014,NO 15/9-F-1 C,24,220.8516922917,107.9907535417,158.0745014583,NA,46.5125322917,62.7771908333,54.4861533333,34.351681875,647.11,95262.3,84.88,production,OP,8
47,6/11/2014,NO 15/9-F-1 C,24,218.4147122917,108.0652741667,156.68516375,NA,47.8152079167,61.7295485417,54.2953472917,33.3138270833,745.92,108793.22,94.23,production,OP,10
48,6/12/2014,NO 15/9-F-1 C,24,215.4968589583,108.1393608333,155.5592152083,NA,48.72777375,59.93764375,61.5610270833,31.5292833333,804.85,116554.82,101.88,production,OP,7
49,6/13/2014,NO 15/9-F-1 C,24,214.823228125,108.1351991667,154.6851579167,NA,48.263916875,60.1380702083,62.32717875,31.7394379167,818.89,120308.03,56.75,production,OP,2
50,6/14/2014,NO 15/9-F-1 C,24,215.8325408333,108.104783125,155.5977854167,NA,48.00591375,60.2347554167,59.584406875,31.83577875,781.21,115374.09,54.32,production,OP,6
51,6/15/2014,NO 15/9-F-1 C,24,214.877320625,108.1138041667,154.9577083333,NA,48.0403245833,59.9196122917,60.77416125,31.5442664583,786.16,116058.03,54.55,production,OP,7
52,6/16/2014,NO 15/9-F-1 C,24,215.3808217021,108.0876472917,155.3331052438,NA,47.7403710417,60.0477164583,59.444948125,31.67064,757.43,111152.61,51.84,production,OP,4
53,6/17/2014,NO 15/9-F-1 C,24,216.1187333333,108.067196875,155.9784247917,NA,47.6239716667,60.1403085417,58.6071666667,31.7631739583,726.5,107050.89,50.67,production,OP,7
54,6/18/2014,NO 15/9-F-1 C,24,215.98383375,108.0656283333,156.1969966667,NA,47.6398645833,59.7868370833,58.6623683333,31.399544375,723.96,106456.63,51.3,production,OP,5
55,6/19/2014,NO 15/9-F-1 C,24,215.818061875,108.0664827083,156.3784408333,NA,47.60717375,59.4396210417,57.54992875,31.0531575,715.28,105827.77,52.96,production,OP,6
56,6/20/2014,NO 15/9-F-1 C,24,215.57881625,108.0726595833,156.4881816667,NA,47.5851729167,59.0906345833,58.445866875,30.703629375,710.62,104860.95,50.87,production,OP,4
57,6/21/2014,NO 15/9-F-1 C,24,215.3038695833,108.0788814583,156.5992733333,NA,47.6111958333,58.70459625,58.7027177083,30.313028125,708.04,104155.82,50.48,production,OP,3
58,6/22/2014,NO 15/9-F-1 C,24,214.949325,108.0845691667,156.7134777083,NA,47.6198208333,58.2358472917,58.4183258333,29.8462841667,702.73,102417.8,51.7,production,OP,10
59,6/23/2014,NO 15/9-F-1 C,24,214.85795,108.0868008333,157.393641875,NA,47.6597322917,57.464308125,57.8828072917,28.779579375,695.74,102284.59,51.69,production,OP,7
60,6/24/2014,NO 15/9-F-1 C,24,214.8972902083,108.07987125,157.9893402083,NA,47.6279225,56.90795,57.3499054167,28.519126875,658.27,96651.98,94.65,production,OP,4
61,6/25/2014,NO 15/9-F-1 C,24,214.821907234,108.0835776596,157.946562859,NA,46.567545,56.875344375,58.0072158333,28.4768975,576.35,85082.22,79.35,production,OP,1
62,6/26/2014,NO 15/9-F-1 C,16.58333,219.5589929813,107.4473542463,158.5811764454,NA,44,60.9778165359,49.1517983878,35.1229209133,369.83,55419.55,51.46,production,OP,7
63,6/27/2014,NO 15/9-F-1 C,23.83333,217.2517371737,107.6349056852,162.7894177694,NA,44.3751035417,54.4623194043,50.5106077935,26.0316011588,418.45,63214.18,59.2,production,OP,8
64,6/28/2014,NO 15/9-F-1 C,24,215.0927583333,108.07768,160.7659508333,NA,47.0534122917,54.3268075,55.6880995833,25.9027314583,588.96,88192.51,91.66,production,OP,8
65,6/29/2014,NO 15/9-F-1 C,24,215.258875,108.0992948936,160.1968302083,NA,46.83165625,55.0620447917,55.970378125,26.6459654167,571.88,85616.39,81.73,production,OP,8
66,6/30/2014,NO 15/9-F-1 C,24,215.3508152083,108.107908125,160.2115002083,NA,45.8278345833,55.139315,56.00588,26.72682125,512.52,76979.08,71.37,production,OP,7
67,7/1/2014,NO 15/9-F-1 C,24,215.3846883333,108.1144610417,160.4172458333,NA,46.7869566667,54.9674425,56.2540377083,26.55513,563.26,84307.54,78.69,production,OP,3
68,7/2/2014,NO 15/9-F-1 C,24,215.4070785417,108.1190952083,160.598766875,NA,46.7997308333,54.8083116667,51.65249875,26.38999625,564.26,84364.91,78.72,production,OP,3
69,7/3/2014,NO 15/9-F-1 C,24,215.3324022917,108.1240252083,160.7817866667,NA,46.8036864583,54.550615625,50.82098125,26.13235,565.09,84351.11,78.88,production,OP,10
70,7/4/2014,NO 15/9-F-1 C,24,215.21147125,108.129059375,161.1006620833,NA,46.8470245833,54.1108091667,51.418441875,25.6762591667,563.73,84183.26,79.55,production,OP,5
71,7/5/2014,NO 15/9-F-1 C,24,215.11890875,108.13237,161.48407,NA,46.8559922917,53.63483875,54.23162875,25.20113875,563.46,83869.61,79.95,production,OP,10
72,7/6/2014,NO 15/9-F-1 C,24,215.0673625,108.1343791667,161.9729758333,NA,46.8647225,53.0943866667,56.6362335417,24.65926375,563.38,83853.8,80.3,production,OP,2
73,7/7/2014,NO 15/9-F-1 C,24,215.0700570833,108.13567,162.4067495833,NA,46.824565625,52.6633075,54.966429375,24.2335,522,77846.76,154.47,production,WI,7
74,7/8/2014,NO 15/9-F-1 C,24,215.047056875,108.1386002083,163.0229991667,NA,46.8037204167,52.0240577083,57.4850147917,23.5860958333,523.33,77885.2,247.1,production,OP,6
75,7/9/2014,NO 15/9-F-1 C,24,215.1358410417,108.1401708333,163.8890872917,NA,46.80707625,51.24675375,56.1229179167,22.7983402083,521.97,77858.58,247.09,production,OP,3
76,7/10/2014,NO 15/9-F-1 C,24,215.165233125,108.1428620833,164.23292125,NA,46.79164125,50.932311875,57.4888879167,22.4799297917,490.49,73240.81,212.89,production,OP,3
77,7/11/2014,NO 15/9-F-1 C,24,215.1877052083,108.14442125,164.6958229167,NA,46.7877297917,50.4918822917,56.1194127083,22.0375085417,491.71,72894.63,253.18,production,OP,8
78,7/12/2014,NO 15/9-F-1 C,24,215.46357625,108.1420422917,165.9274170833,NA,46.8594097917,49.5361591667,56.63337875,21.0802416667,488.44,72637.03,203.87,production,OP,2
79,7/13/2014,NO 15/9-F-1 C,24,215.7590372917,108.134254375,166.7431072917,NA,46.800471875,49.01593,57.2037204167,20.5398752083,481.59,71515.34,199.79,production,OP,6
80,7/14/2014,NO 15/9-F-1 C,24,215.97684375,108.1205197917,167.4117070833,NA,47.0026572917,48.5651366667,56.7750322917,20.10156125,492.02,73095.92,215.32,production,OP,9
81,7/15/2014,NO 15/9-F-1 C,24,215.0507608333,108.1445691667,166.1885889583,NA,47.8853577083,48.862171875,56.3954458333,20.379876875,476.08,70443.1,246.8,production,OP,6
82,7/16/2014,NO 15/9-F-1 C,24,214.8274466667,108.14955,166.3419064583,NA,47.7605545833,48.4855402083,56.4181727083,20.0162647917,466.34,69327.14,243.78,production,OP,4
83,7/17/2014,NO 15/9-F-1 C,24,214.7610579167,108.1514154167,166.5848258333,NA,47.7135039583,48.1762320833,55.0266783333,19.70736875,463.64,68816.51,241.88,production,OP,10
84,7/18/2014,NO 15/9-F-1 C,24,214.9232789583,108.147955625,167.4741822917,NA,47.6951672917,47.4490966667,58.9371110417,19.0092664583,459.37,68361.17,240.96,production,OP,5
85,7/19/2014,NO 15/9-F-1 C,24,215.0345133333,108.1472433333,167.6386929167,NA,47.686235,47.3958204167,58.306706875,18.9224458333,458.09,68466.24,240.67,production,OP,10
86,7/20/2014,NO 15/9-F-1 C,22.41666,216.0449183286,108.0209422706,168.8270776249,NA,43.9339522917,47.2178407037,55.5480998951,18.5391694889,290.87,44919.06,139.31,production,OP,4
87,7/21/2014,NO 15/9-F-1 C,24,215.1119158333,108.142285,170.2997279167,NA,47.97656,44.8121879167,56.696215625,16.28781875,487.33,72965.95,255.69,production,OP,5
88,7/22/2014,NO 15/9-F-1 C,24,215.0621164583,108.1762289583,168.7159685417,NA,47.7009095833,46.3461479167,58.7558216667,17.86825,468.63,69274.03,242.24,production,OP,7
89,7/23/2014,NO 15/9-F-1 C,24,215.2050422917,108.1816979167,169.0478454167,NA,47.7183285417,46.157196875,58.9848139583,17.68069,465.25,69890.63,239.87,production,OP,9
90,7/24/2014,NO 15/9-F-1 C,24,215.3784239583,108.1822664583,169.2810147917,NA,47.6333647917,46.0974091667,59.719150625,17.6143902083,466.58,69742.96,232.45,production,OP,3
91,7/25/2014,NO 15/9-F-1 C,24,215.5264675,108.1825929167,169.7709464583,NA,47.6559847917,45.7555210417,59.4673352083,17.2686347917,464.22,69237.42,233.39,production,OP,7
92,7/26/2014,NO 15/9-F-1 C,24,215.6135327083,108.183284375,170.11225,NA,47.6095795833,45.5012827083,60.03879375,17.0469066667,458.9,68830.6,251.5,production,OP,4
93,7/27/2014,NO 15/9-F-1 C,24,215.8441045833,108.182708125,170.9572983333,NA,47.5910327083,44.88680625,58.891433125,16.437135625,460.83,68637.71,260.12,production,OP,7
94,7/28/2014,NO 15/9-F-1 C,24,216.0867133333,108.1826402083,171.44501375,NA,47.6024535417,44.6416995833,59.25229625,16.1953645833,457.95,68330.74,245.26,production,OP,2
95,7/29/2014,NO 15/9-F-1 C,24,215.96572375,108.191258125,171.3674520833,NA,48.1316,44.5982716667,56.663951875,16.1509852083,481.51,71884.8,258.75,production,OP,7
96,7/30/2014,NO 15/9-F-1 C,24,214.6262464583,108.2327391667,169.6360554167,NA,48.7167691667,44.9901910417,57.164944375,16.5216022917,489.43,72278.48,243.17,production,OP,10
97,7/31/2014,NO 15/9-F-1 C,24,215.092216875,108.2198133333,171.8447891667,NA,48.717893125,43.2474277083,58.9592747917,14.7246945833,375.93,56054.71,218.34,production,OP,3
98,8/1/2014,NO 15/9-F-1 C,24,215.0268008333,108.22088375,171.3555333333,NA,48.721320625,43.6712675,59.0438766667,15.149589375,378.38,56399.27,218.27,production,OP,1
99,8/2/2014,NO 15/9-F-1 C,24,215.1546158333,108.2167,172.0156291667,NA,48.704525,43.1389866667,58.062896875,14.60492125,379.41,56289.52,217.93,production,OP,4
100,8/3/2014,NO 15/9-F-1 C,24,215.1299525,108.2166491667,171.8788620833,NA,48.6985608333,43.2510904167,57.6084620833,14.743590625,377.42,56568.78,212.92,production,OP,3
101,8/4/2014,NO 15/9-F-1 C,24,212.8951027083,108.2619658333,168.8586641667,NA,49.5381377083,44.0364385417,56.5826210417,15.51763875,417.98,61912.18,228.26,production,OP,6
102,8/5/2014,NO 15/9-F-1 C,24,210.1666939583,108.3251533333,166.7577891667,NA,49.63278125,43.4089047917,63.582511875,14.91257,507.75,75078.33,262.22,production,OP,8
103,8/6/2014,NO 15/9-F-1 C,24,209.822861875,108.3205077083,167.205560625,NA,49.5942939583,42.61730125,62.6848935417,14.1075447917,469.73,69712.66,252.81,production,OP,1
104,8/7/2014,NO 15/9-F-1 C,24,210.0938064583,108.307186383,169.0430022917,NA,50.194875,41.0508041667,60.702031875,12.535359375,521.26,77390.65,293.66,production,OP,6
105,8/8/2014,NO 15/9-F-1 C,24,210.1840520833,108.2970135417,169.8186133333,NA,50.21089125,40.36543875,62.5604577083,11.8383425,518.32,76994.95,297.2,production,OP,4
106,8/9/2014,NO 15/9-F-1 C,24,210.5452197917,108.283063125,170.3970714583,NA,49.9462954167,40.1481483333,58.1398797917,11.605805625,493.37,73656.88,289.96,production,OP,1
107,8/10/2014,NO 15/9-F-1 C,24,210.6309470833,108.2809872917,170.8584179167,NA,50.239226875,39.7725291667,56.2308804167,11.2189872917,509.21,76002.49,303.18,production,OP,1
108,8/11/2014,NO 15/9-F-1 C,24,213.4483047917,108.1705002083,176.0983252172,NA,49.4371127083,37.3499795745,50.7239554167,8.7512391578,351.8,52975.29,240.5,production,OP,9
109,8/12/2014,NO 15/9-F-1 C,24,215.5055866667,108.1384370833,178.4115477083,NA,48.8282439583,37.0940389583,44.267469375,8.4815666667,287.03,44830.19,240.33,production,OP,4
110,8/13/2014,NO 15/9-F-1 C,24,215.8949910417,108.15935625,178.0034325,NA,48.57821125,37.8915585417,50.8900791667,9.290505625,278.58,44300.38,235.04,production,OP,9
111,8/14/2014,NO 15/9-F-1 C,24,215.8551070833,108.188661875,177.0226566667,NA,48.4982360417,38.8324504167,56.8309077083,10.2543889583,297.19,47071.12,248.98,production,OP,4
112,8/15/2014,NO 15/9-F-1 C,24,215.776775,108.2037214583,176.23341625,NA,48.471804375,39.54335875,57.329050625,10.9781741667,297.33,46462.15,247.88,production,OP,2
113,8/16/2014,NO 15/9-F-1 C,24,216.00179125,108.2023841667,176.63536125,NA,48.4792745833,39.36643,52.8461339583,10.7957664583,296.2,44219.4,246.54,production,OP,10
114,8/17/2014,NO 15/9-F-1 C,24,216.0160852083,108.2105897917,176.17745625,NA,48.4728560417,39.8386289583,53.757828125,11.25882875,296.12,44243.43,247.16,production,OP,4
115,8/18/2014,NO 15/9-F-1 C,24,216.0816591667,108.2150404167,176.0804035417,NA,48.4468610417,40.001255625,57.0640860417,11.42737125,293.35,44083.13,246.91,production,OP,9
116,9/3/2014,NO 15/9-F-1 C,19.16667,248.0242617393,106.9531321908,205.8343978177,NA,40.6699072917,42.1898639216,46.4899986267,13.3519277421,103.77,16925.68,74.34,production,OP,2
117,9/4/2014,NO 15/9-F-1 C,24,237.2870989583,107.3699541667,208.7997310417,NA,61.0891597917,28.4873679167,53.7834622917,2.371129375,290.3,46375.59,537.45,production,OP,3
118,9/5/2014,NO 15/9-F-1 C,24,223.51004,108.490055625,184.5897154167,NA,53.0511247917,38.9203245833,66.291793125,10.308105625,427.63,69487.31,343.53,production,OP,7
119,9/6/2014,NO 15/9-F-1 C,24,225.2512102083,108.44315875,181.58750125,NA,49.8874420833,43.6637089583,64.8876410417,15.0835495833,422.69,68818.15,341.93,production,OP,9
120,9/7/2014,NO 15/9-F-1 C,24,225.9384260417,108.4275504167,181.001674375,NA,49.6341285417,44.9367516667,60.6858727083,16.3677458333,412.14,67226.27,336.66,production,OP,7
121,9/8/2014,NO 15/9-F-1 C,24,224.9290885417,108.4345025532,179.5804314583,NA,49.466828125,45.3486570833,62.909975625,16.7910422917,410.96,66847.2,336.99,production,OP,5
122,9/9/2014,NO 15/9-F-1 C,24,224.6761820833,108.4075595833,179.1367366667,NA,49.4716372917,45.5394454167,61.99288875,16.99311625,409.11,66355.28,333.87,production,OP,9
123,9/10/2014,NO 15/9-F-1 C,24,224.6543329167,108.3879414583,179.2160260417,NA,48.697325,45.438306875,62.4947402083,16.8976616667,389.68,63293.2,315.24,production,OP,5
124,9/11/2014,NO 15/9-F-1 C,24,225.9611525,108.3388904167,180.898486875,NA,48.6534916667,45.062665625,57.542660625,16.5156964583,380.29,60994.93,327.07,production,OP,8
125,9/12/2014,NO 15/9-F-1 C,24,225.6094164583,108.3288560417,180.7273783333,NA,48.6165608333,44.882038125,56.7126647917,16.341968125,391.22,57081.97,324.73,production,OP,10
126,9/13/2014,NO 15/9-F-1 C,24,225.299678125,108.3195229167,180.7977977083,NA,48.6468410417,44.5018804167,58.730591875,15.9585479167,391.65,57123.13,328.6,production,OP,5
127,9/14/2014,NO 15/9-F-1 C,24,225.14861,108.3153664583,181.1915454167,NA,48.6219760417,43.9570645833,60.8171410417,15.41355625,384.47,56615.33,322.53,production,OP,6
128,9/15/2014,NO 15/9-F-1 C,24,224.942829375,108.3082308333,181.2960385417,NA,48.62278125,43.6467908333,59.2447420833,15.0932204167,342.35,50991.05,291.45,production,OP,2
129,9/16/2014,NO 15/9-F-1 C,24,224.80511,108.3012395833,181.5132870833,NA,48.6273175,43.2918229167,58.169179375,14.6244527083,338.88,50946.9,291.36,production,OP,6
130,9/17/2014,NO 15/9-F-1 C,24,224.6249177083,108.2975004167,181.7141522917,NA,48.64232,42.9107654167,58.4644477083,14.3231175,344.5,51928.13,297.38,production,OP,6
131,9/18/2014,NO 15/9-F-1 C,24,224.54902,108.29035375,181.9720947917,NA,48.644703125,42.5769252083,58.8583370833,14.0056135417,333.55,49757.91,304.7,production,OP,3
132,9/19/2014,NO 15/9-F-1 C,24,224.5589059574,108.2824989362,182.3016421277,NA,48.6,42.2572638298,59.272996383,13.6850985106,329.6,49601.74,302.29,production,OP,7
133,9/20/2014,NO 15/9-F-1 C,24,221.8634672917,108.3312097917,179.487441875,NA,49.1488647917,42.3760254167,60.5250466667,13.8115870833,358.2,53618.2,320.36,production,OP,8
134,9/21/2014,NO 15/9-F-1 C,24,219.5545379167,108.3911665957,177.66901375,NA,49.4,41.8855241667,61.65104125,13.3368628901,377.72,56786.58,332.75,production,OP,9
135,9/22/2014,NO 15/9-F-1 C,24,219.8883565957,108.3619048936,178.452472766,NA,49.3,41.4358838298,61.0769112766,12.880312766,356.65,53587.32,331.96,production,OP,9
136,9/23/2014,NO 15/9-F-1 C,24,219.7153695833,108.3536164583,178.64348,NA,49.1870941667,41.0718895833,58.68430625,12.5045483333,354.31,53315.98,327.97,production,OP,9
137,9/24/2014,NO 15/9-F-1 C,24,219.83302125,108.345740625,179.376233125,NA,49.163099375,40.456788125,58.9646558333,11.8793647917,338.53,51384.99,318.34,production,OP,1
138,9/25/2014,NO 15/9-F-1 C,24,220.0088141667,108.3350541667,179.9979225,NA,49.1295027083,40.0108916667,55.704954375,11.4207072917,324.9,49352.26,323.5,production,OP,4
139,9/26/2014,NO 15/9-F-1 C,24,219.9670583333,108.330586875,180.1937964583,NA,49.138491875,39.773261875,54.6061002083,11.1861310417,324.95,49388.31,321.98,production,OP,1
140,9/27/2014,NO 15/9-F-1 C,24,219.8968129167,108.3274308333,180.2287772917,NA,49.132468125,39.668035625,53.283423125,11.0877910417,322.07,49245.8,322.83,production,OP,8
141,9/28/2014,NO 15/9-F-1 C,23.09167,220.0423807381,108.3209746196,180.668086352,NA,49.0139960417,39.3742943861,53.805214033,10.8462895299,308.31,47050.78,307.78,production,OP,1
142,10/1/2014,NO 15/9-F-1 C,24,226.0324787984,107.4805164423,217.9567857683,NA,53.6723458333,8.07569303,52.4125181767,2.6369290433,55.2,8962.05,142.03,production,OP,6
143,10/2/2014,NO 15/9-F-1 C,24,211.872953125,108.5021779167,180.9787795833,NA,58.4278416667,30.8941735417,58.7232604167,4.5078120833,199.07,31730.64,308.22,production,OP,9
144,10/3/2014,NO 15/9-F-1 C,24,221.1348920833,108.40385125,186.135895625,NA,51.8747014583,34.9989964583,51.4609808333,5.624685625,275.22,43000.78,454.65,production,OP,10
145,10/4/2014,NO 15/9-F-1 C,24,219.880265,108.4315735417,183.1685895833,NA,50.8976558333,36.7116754167,57.5794,8.0990110417,287.64,44101.37,459.8,production,OP,7
146,10/5/2014,NO 15/9-F-1 C,24,219.4743620833,108.4377983333,181.8507754167,NA,50.5463239583,37.6235866667,57.2800164583,8.9801320833,323.18,49500.61,352.61,production,OP,1
147,10/6/2014,NO 15/9-F-1 C,24,220.9016585417,108.3987625,183.0413089583,NA,50.2083177083,37.8603495833,57.764673125,9.2538985417,315.32,48232.88,344.36,production,OP,10
148,10/7/2014,NO 15/9-F-1 C,24,220.6534985417,108.4024133333,182.43708,NA,50.4300152083,38.2164185417,55.11826375,9.6045929167,322.31,48180.54,335.27,production,OP,9
